DATE,GOLD_PRICE,GOLD_OPEN,GOLD_HIGH,GOLD_LOW,GOLD_CHANGE_%
14-12-2016,1144.25,1158.39,1165.1,1139.47,-1.22
13-12-2016,1158.35,1162.45,1165.16,1154.71,-0.33
12/12/2016,1162.21,1159.01,1165.85,1151.43,0.37
9/12/2016,1157.87,1170.48,1172.22,1156.17,-1.08
8/12/2016,1170.55,1173.65,1178.62,1168.88,-0.29
7/12/2016,1174,1169.64,1180.3,1165.35,0.36
6/12/2016,1169.74,1170.18,1175.4,1166.53,-0.04
5/12/2016,1170.26,1182.8,1187.79,1157.08,-0.57
2/12/2016,1176.92,1171.05,1178.03,1166.2,0.48
1/12/2016,1171.3,1173.29,1177.07,1160.77,-0.15
30-11-2016,1173.11,1188.72,1195.36,1170.75,-1.29
29-11-2016,1188.46,1193.3,1195.06,1180.97,-0.42
28-11-2016,1193.44,1183.1,1197.6,1182.96,0.83
25-11-2016,1183.63,1184.96,1193.96,1171.96,-0.03
24-11-2016,1184,1188.11,1191.34,1181.79,-0.32
23-11-2016,1187.77,1212.24,1215.05,1181.57,-2.02
22-11-2016,1212.24,1214.29,1221.45,1206.24,-0.15
21-11-2016,1214.05,1208.1,1218.02,1205.74,0.44
18-11-2016,1208.69,1216.39,1218.13,1203.9,-0.63
17-11-2016,1216.39,1225.68,1231.8,1211.12,-0.73
16-11-2016,1225.3,1228.38,1233.47,1221.6,-0.23
15-11-2016,1228.08,1220.24,1231.54,1219.06,0.64
14-11-2016,1220.26,1227.91,1231.56,1211.47,-0.44
11/11/2016,1225.68,1259.82,1265.5,1219.5,-2.71
10/11/2016,1259.76,1277.68,1292.22,1252.28,-1.43
9/11/2016,1278,1275.45,1337.6,1269.38,0.19
8/11/2016,1275.64,1281.66,1290.84,1273.04,-0.45
7/11/2016,1281.41,1291.61,1295.9,1277.8,-1.75
4/11/2016,1304.25,1302.61,1307.11,1294.65,0.04
3/11/2016,1303.75,1297.16,1306.9,1285.51,0.49
2/11/2016,1297.39,1287.9,1308.26,1287.5,0.72
1/11/2016,1288.15,1277.17,1292.21,1275.55,0.84
31-10-2016,1277.38,1278.01,1279.64,1270.89,0.08
28-10-2016,1276.3,1268.39,1284.53,1262.42,0.63
27-10-2016,1268.3,1267.15,1273.17,1265.4,0.1
26-10-2016,1266.99,1273.3,1276.89,1264.58,-0.58
25-10-2016,1274.35,1265.67,1277.17,1262.4,0.78
24-10-2016,1264.44,1266.21,1272.25,1260.75,-0.18
21-10-2016,1266.75,1266.1,1268.43,1261.2,0.06
20-10-2016,1266,1269.55,1274.02,1264.55,-0.27
19-10-2016,1269.4,1262.63,1273.84,1260.24,0.52
18-10-2016,1262.84,1256.6,1265.38,1254.9,0.57
17-10-2016,1255.7,1250.25,1257.67,1250.25,0.41
14-10-2016,1250.55,1258.79,1259.65,1247.51,-0.6
13-10-2016,1258.12,1256.14,1262.41,1253.53,0.22
12/10/2016,1255.33,1253.45,1259.26,1250.31,0.17
11/10/2016,1253.25,1259.06,1262.66,1252.6,-0.52
10/10/2016,1259.74,1257.47,1265.35,1256.59,0.22
7/10/2016,1256.97,1255.34,1265.74,1241.68,0.18
6/10/2016,1254.74,1267.73,1269.94,1250.2,-0.94
5/10/2016,1266.7,1269.41,1277.51,1262.12,-0.13
4/10/2016,1268.3,1312.18,1313.52,1266.81,-3.33
3/10/2016,1311.96,1318.24,1320.11,1309.58,-0.3
30-09-2016,1315.96,1320.56,1328.23,1312.83,-0.33
29-09-2016,1320.27,1322.08,1326.02,1315.89,-0.09
28-09-2016,1321.41,1326.9,1327.74,1317.89,-0.45
27-09-2016,1327.36,1337.77,1339.78,1324.81,-0.79
26-09-2016,1337.97,1337.07,1342.46,1332.56,0.03
23-09-2016,1337.61,1337.69,1341.06,1333.59,0.02
22-09-2016,1337.3,1335.12,1344.27,1331.56,0.03
21-09-2016,1336.85,1315.1,1337.22,1308.6,1.65
20-09-2016,1315.1,1312.8,1318.5,1312.31,0.13
19-09-2016,1313.39,1310.77,1318.32,1309.27,0.23
16-09-2016,1310.43,1313.91,1318.43,1306.62,-0.29
15-09-2016,1314.25,1322.72,1327.53,1309.7,-0.66
14-09-2016,1322.97,1318.88,1326.26,1316.13,0.3
13-09-2016,1319.05,1327.99,1332.64,1315.72,-0.65
12/9/2016,1327.63,1328.29,1330.68,1320.79,-0.04
9/9/2016,1328.15,1338.41,1340.03,1327.7,-0.76
8/9/2016,1338.35,1345.11,1349.78,1335.54,-0.51
7/9/2016,1345.24,1348.67,1353.01,1342.74,-0.34
6/9/2016,1349.88,1325.37,1352.16,1324.77,1.72
5/9/2016,1327.08,1324.42,1329.32,1322.31,0.16
2/9/2016,1325.01,1314.13,1329.09,1309.51,0.85
1/9/2016,1313.79,1309.12,1315.38,1302.23,0.37
31-08-2016,1308.95,1311.25,1316.54,1305.41,-0.17
30-08-2016,1311.15,1323.2,1325.7,1309.15,-0.93
29-08-2016,1323.41,1320.47,1325.43,1315.1,0.16
26-08-2016,1321.33,1321.89,1341.54,1318.89,-0.03
25-08-2016,1321.7,1323.75,1327.5,1317.96,-0.15
24-08-2016,1323.75,1337.88,1340.52,1323.7,-1.07
23-08-2016,1338.1,1339.34,1345.45,1335.65,-0.07
22-08-2016,1339.02,1340.83,1341.65,1332.1,-0.21
19-08-2016,1341.78,1352.91,1353.44,1337.93,-0.78
18-08-2016,1352.34,1349.05,1356.6,1345.84,0.27
17-08-2016,1348.66,1345.7,1352.07,1337.7,0.19
16-08-2016,1346.08,1339.69,1358.38,1339.47,0.5
15-08-2016,1339.36,1338.08,1344.21,1335.95,0.24
12/8/2016,1336.19,1338.7,1356.28,1333.98,-0.2
11/8/2016,1338.87,1347.26,1353.78,1335.93,-0.58
10/8/2016,1346.67,1340.95,1357.57,1340.3,0.44
9/8/2016,1340.75,1334.85,1343.24,1330.47,0.4
8/8/2016,1335.38,1335.18,1338.53,1329.84,-0.03
5/8/2016,1335.8,1360.72,1365.51,1334.87,-1.87
4/8/2016,1361.2,1358.41,1365.45,1348.9,0.24
3/8/2016,1357.9,1363.65,1366.85,1354.16,-0.42
2/8/2016,1363.68,1353.47,1367.81,1347.06,0.77
1/8/2016,1353.21,1349.88,1355.22,1346.24,0.17
29-07-2016,1350.91,1335.75,1355.42,1330,1.13
28-07-2016,1335.79,1339.38,1345.53,1332.23,-0.3
27-07-2016,1339.86,1320.04,1342.62,1315.74,1.48
26-07-2016,1320.32,1315.59,1325.08,1313.83,0.36
25-07-2016,1315.56,1322.59,1324.12,1312.43,-0.52
22-07-2016,1322.38,1330.94,1334.22,1319.58,-0.65
21-07-2016,1331.09,1316.31,1334.38,1310.95,1.15
20-07-2016,1315.95,1331.81,1336.34,1312.49,-1.21
19-07-2016,1332.13,1328.51,1335.29,1325.61,0.25
18-07-2016,1328.79,1332.81,1335.7,1323.84,-0.68
15-07-2016,1337.85,1336.31,1338.9,1322.55,0.21
14-07-2016,1335.1,1344.01,1347.1,1320.22,-0.58
13-07-2016,1342.85,1332.4,1345.6,1327.7,0.84
12/7/2016,1331.65,1355.16,1358.2,1330.15,-1.74
11/7/2016,1355.25,1368.71,1375.11,1351.2,-0.85
8/7/2016,1366.8,1359.21,1369.09,1336.08,0.46
7/7/2016,1360.6,1363.56,1370.26,1350.8,-0.24
6/7/2016,1363.89,1356.74,1375.3,1356.23,0.57
5/7/2016,1356.14,1351.15,1357.71,1338.43,0.4
4/7/2016,1350.78,1342.58,1357.97,1338.34,0.63
1/7/2016,1342.3,1323.38,1344.6,1320.88,1.52
30-06-2016,1322.18,1317.71,1324.11,1312.95,0.25
29-06-2016,1318.89,1312.39,1328.23,1311.29,0.49
28-06-2016,1312.51,1324.45,1326.39,1305.62,-0.93
27-06-2016,1324.8,1326.26,1335.7,1317.85,0.67
24-06-2016,1315.98,1253.86,1358.7,1251.66,4.8
23-06-2016,1255.65,1264.31,1271.65,1255.46,-0.84
22-06-2016,1266.31,1268.45,1271,1261.41,-0.17
21-06-2016,1268.44,1288.68,1294.38,1264.48,-1.68
20-06-2016,1290.15,1285.8,1292.36,1277.74,-0.65
17-06-2016,1298.6,1279.35,1299.88,1277.19,1.52
16-06-2016,1279.14,1293.51,1316.11,1278.77,-0.96
15-06-2016,1291.49,1285.14,1297.09,1278.43,0.44
14-06-2016,1285.85,1283.39,1290.18,1276.38,0.14
13-06-2016,1284.05,1274.05,1287.4,1272.7,0.77
10/6/2016,1274.2,1269.41,1278.1,1264.47,0.4
9/6/2016,1269.15,1262.55,1272.06,1257.56,0.56
8/6/2016,1262.14,1244.64,1264.19,1243.09,1.47
7/6/2016,1243.85,1245.56,1246.66,1234.9,-0.11
6/6/2016,1245.24,1242.79,1248.79,1239.93,0.06
3/6/2016,1244.49,1211.16,1244.91,1207.01,2.77
2/6/2016,1210.95,1213.62,1218.05,1209.99,-0.2
1/6/2016,1213.35,1216.4,1221.25,1206.5,-0.16
31-05-2016,1215.24,1206.45,1218.86,1206.2,0.8
30-05-2016,1205.58,1213.38,1213.83,1199.97,-0.56
27-05-2016,1212.4,1219.86,1223.7,1206.7,-0.64
26-05-2016,1220.15,1223.4,1234.01,1218.55,-0.33
25-05-2016,1224.18,1227,1230.21,1217.65,-0.23
24-05-2016,1227,1249.21,1251.26,1226.53,-1.78
23-05-2016,1249.24,1251.41,1256.36,1243.39,-0.24
20-05-2016,1252.3,1255.24,1259.98,1248.7,-0.22
19-05-2016,1255.1,1258.6,1261.92,1245,-0.25
18-05-2016,1258.3,1279.71,1281.51,1255.05,-1.7
17-05-2016,1280,1274.06,1282.5,1269.5,0.48
16-05-2016,1273.86,1272.51,1288.6,1271.33,0.02
13-05-2016,1273.6,1263.61,1276.6,1263.51,0.8
12/5/2016,1263.49,1277.8,1280.99,1263.49,-1.11
11/5/2016,1277.69,1265.73,1279.18,1264.79,0.89
10/5/2016,1266.4,1264.11,1269.5,1257.65,0.2
9/5/2016,1263.85,1284.93,1287.98,1261.09,-1.93
6/5/2016,1288.7,1278.5,1296.1,1274.4,0.83
5/5/2016,1278.05,1279.85,1286.38,1269.24,-0.11
4/5/2016,1279.49,1285.99,1289.68,1271.64,-0.51
3/5/2016,1286,1291.76,1302.4,1282.46,-0.43
2/5/2016,1291.6,1293.69,1303.98,1287.48,-0.17
29-04-2016,1293.74,1266.27,1296.49,1265.14,2.15
28-04-2016,1266.48,1245.66,1270.1,1238.05,1.64
27-04-2016,1246.1,1242.6,1251.3,1240.66,0.21
26-04-2016,1243.44,1238.57,1245.15,1231.95,0.45
25-04-2016,1237.9,1232.1,1242.3,1230.1,0.45
22-04-2016,1232.3,1247.44,1252.98,1227.35,-1.33
21-04-2016,1248.85,1243.49,1270.48,1242.88,0.39
20-04-2016,1244.05,1251,1258.75,1242.6,-0.52
19-04-2016,1250.5,1232.46,1257.2,1227.7,1.54
18-04-2016,1231.55,1234.1,1242,1230.16,-0.2
15-04-2016,1234.05,1227.55,1236.29,1225.29,0.54
14-04-2016,1227.39,1242.05,1244.38,1223.79,-1.27
13-04-2016,1243.14,1255.88,1257.18,1240.24,-1.02
12/4/2016,1255.94,1259.05,1262.98,1251.29,-0.16
11/4/2016,1257.95,1239.79,1259.1,1239.79,1.42
8/4/2016,1240.39,1240.18,1243.18,1229.62,-0.02
7/4/2016,1240.69,1223.16,1243.9,1222.7,1.5
6/4/2016,1222.35,1231.86,1232.41,1217.2,-0.71
5/4/2016,1231.14,1215.31,1237.05,1214.9,1.3
4/4/2016,1215.4,1220.35,1223.35,1214.7,-0.58
1/4/2016,1222.49,1232.68,1235.36,1208.84,-0.83
31-03-2016,1232.7,1226.06,1240.05,1224.81,0.64
30-03-2016,1224.85,1241.3,1243.3,1223.33,-1.42
29-03-2016,1242.55,1221.4,1243.65,1215.65,1.76
28-03-2016,1221.05,1214.51,1222.96,1208.55,0.38
25-03-2016,1216.47,1216.47,1216.47,1216.47,-0.04
24-03-2016,1216.99,1221.2,1224.4,1213.01,-0.26
23-03-2016,1220.17,1248.18,1249.47,1215.47,-2.26
22-03-2016,1248.38,1244.22,1259.97,1242.47,0.37
21-03-2016,1243.74,1254.7,1256.12,1240.76,-0.92
18-03-2016,1255.3,1258.16,1267.22,1248.3,-0.21
17-03-2016,1257.9,1261.7,1271.65,1254.65,-0.41
16-03-2016,1263.08,1232.84,1264.38,1227.24,2.49
15-03-2016,1232.38,1234.68,1237.58,1226.08,-0.23
14-03-2016,1235.28,1250.98,1261.09,1229.28,-1.05
11/3/2016,1248.44,1271.44,1282.89,1248.44,-1.81
10/3/2016,1271.44,1252.89,1273.79,1237.44,1.48
9/3/2016,1252.94,1261.3,1264.99,1243.87,-0.65
8/3/2016,1261.1,1267.49,1278.19,1260.04,-0.5
7/3/2016,1267.39,1259.48,1273.29,1256.68,0.63
4/3/2016,1259.44,1263.89,1279.98,1250.29,-0.34
3/3/2016,1263.69,1240.3,1267.44,1237.34,1.89
2/3/2016,1240.3,1232.35,1244.29,1224.48,0.65
1/3/2016,1232.26,1238.19,1249,1227.44,-0.47
29-02-2016,1238.14,1222.73,1241.29,1217.98,1.27
26-02-2016,1222.6,1234.44,1240.05,1211.59,-0.98
25-02-2016,1234.64,1229.44,1243.09,1221.18,0.43
24-02-2016,1229.35,1227.39,1253.3,1221.93,0.15
23-02-2016,1227.46,1208.76,1227.56,1207.2,1.55
22-02-2016,1208.74,1226.14,1226.35,1202.02,-1.58
19-02-2016,1228.19,1233.12,1234.79,1219.79,-0.34
18-02-2016,1232.35,1209.16,1239.9,1200.75,1.92
17-02-2016,1209.14,1200.19,1213.88,1195.79,0.73
16-02-2016,1200.35,1209.32,1217.18,1190.79,-0.79
15-02-2016,1209.95,1232.81,1234.82,1202.3,-2.27
12/2/2016,1238.05,1246.94,1249.05,1232.23,-0.71
11/2/2016,1246.89,1197.44,1260.98,1196.21,4.13
10/2/2016,1197.49,1188.95,1197.74,1181.29,0.73
9/2/2016,1188.85,1191.14,1199.29,1185.48,-0.19
8/2/2016,1191.14,1170.89,1200.98,1164.09,1.49
5/2/2016,1173.69,1155.74,1174.9,1145.36,1.55
4/2/2016,1155.74,1142.95,1157.59,1139.43,1.12
3/2/2016,1142.93,1129.16,1146,1124.35,1.22
2/2/2016,1129.12,1128.82,1130.7,1122.44,0.02
1/2/2016,1128.85,1117.88,1130.09,1116.24,0.97
29-01-2016,1118.04,1115.16,1118.5,1108.9,0.26
28-01-2016,1115.14,1125.57,1126.01,1111.96,-0.93
27-01-2016,1125.59,1120.36,1128.2,1114.9,0.45
26-01-2016,1120.57,1108.02,1123.3,1107.17,1.13
25-01-2016,1108.05,1097.85,1109.05,1097.35,0.89
22-01-2016,1098.3,1101.6,1102.98,1093.98,-0.3
21-01-2016,1101.6,1101.04,1104.98,1092.54,0.05
20-01-2016,1101.02,1087.1,1109.6,1086.73,1.28
19-01-2016,1087.12,1088.84,1094.7,1082.95,-0.16
18-01-2016,1088.9,1089.51,1093.26,1087.25,-0.02
15-01-2016,1089.1,1077.94,1097.59,1076.18,1.03
14-01-2016,1078,1093.52,1095.36,1071.4,-1.42
13-01-2016,1093.49,1087.29,1095.68,1079.64,0.59
12/1/2016,1087.05,1094.3,1099.54,1083.61,-0.66
11/1/2016,1094.26,1104.19,1108.51,1093.91,-0.9
8/1/2016,1104.24,1109.45,1112.4,1093.93,-0.45
7/1/2016,1109.25,1094.45,1110.2,1091.09,1.35
6/1/2016,1094.45,1077.55,1095.45,1074.7,1.56
5/1/2016,1077.66,1074.66,1082.3,1072.7,0.28
4/1/2016,1074.7,1065.36,1083.7,1061.9,1.32
1/1/2016,1060.74,1061.21,1061.41,1060.74,-0.05
31-12-2015,1061.3,1061.38,1063.68,1058.38,-0.01
30-12-2015,1061.45,1069.38,1072.85,1059.55,-0.71
29-12-2015,1068.99,1069.2,1075.79,1067.29,-0.01
28-12-2015,1069.05,1076,1077.15,1066.3,-0.63
25-12-2015,1075.88,1075.88,1075.88,1075.88,0
24-12-2015,1075.88,1070.9,1077.85,1070.05,0.52
23-12-2015,1070.35,1072.21,1075.75,1068.25,-0.19
22-12-2015,1072.36,1078.41,1081,1071.85,-0.56
21-12-2015,1078.44,1065.94,1081.88,1063.88,1.15
18-12-2015,1066.19,1051.72,1070.79,1051.05,1.37
17-12-2015,1051.74,1072.85,1073.09,1047.64,-1.98
16-12-2015,1072.94,1060.73,1078.59,1060.64,1.15
15-12-2015,1060.74,1062.89,1068.89,1059.59,-0.2
14-12-2015,1062.9,1073.69,1077.7,1062.77,-1.12
11/12/2015,1074.89,1071.6,1079.98,1062.38,0.31
10/12/2015,1071.54,1073.21,1076.46,1069.7,-0.16
9/12/2015,1073.21,1074.74,1085.6,1069.59,-0.14
8/12/2015,1074.69,1070.49,1078.85,1067.63,0.4
7/12/2015,1070.39,1086.01,1087,1070.06,-1.53
4/12/2015,1086.99,1062.39,1089.09,1058.14,2.3
3/12/2015,1062.57,1053.71,1065.8,1046.25,0.84
2/12/2015,1053.69,1069.49,1071.55,1050.63,-1.48
1/12/2015,1069.49,1064.55,1074.72,1063.38,0.48
30-11-2015,1064.42,1057.8,1068.9,1053.1,0.53
27-11-2015,1058.81,1071.59,1073.9,1052.86,-1.25
26-11-2015,1072.25,1071.91,1075.46,1070.35,0.08
25-11-2015,1071.39,1075.55,1080.85,1067.75,-0.38
24-11-2015,1075.49,1069.24,1080.89,1068.99,0.58
23-11-2015,1069.34,1077.01,1077.01,1067,-0.81
20-11-2015,1078.1,1082.3,1087.8,1075.68,-0.4
19-11-2015,1082.4,1071.15,1086.5,1069.75,1.05
18-11-2015,1071.14,1070.3,1073.18,1065.34,0.07
17-11-2015,1070.37,1082.86,1084.82,1065.59,-1.15
16-11-2015,1082.85,1088.14,1098.29,1081.32,-0.07
13-11-2015,1083.64,1085.05,1088.29,1080.04,-0.13
12/11/2015,1085.05,1086.26,1089.6,1074.66,-0.1
11/11/2015,1086.14,1089.85,1093.69,1084.04,-0.35
10/11/2015,1089.91,1092.01,1094.9,1085.45,-0.2
9/11/2015,1092.1,1089.94,1095.88,1088.34,0.32
6/11/2015,1088.64,1103.89,1110.68,1085.29,-1.39
5/11/2015,1103.95,1107.56,1111.61,1102.75,-0.32
4/11/2015,1107.44,1117.63,1122.85,1106.38,-0.91
3/11/2015,1117.6,1133.6,1138.3,1114.48,-1.42
2/11/2015,1133.75,1141.49,1143.01,1132.75,-0.76
30-10-2015,1142.38,1148.04,1150.47,1139.48,-0.31
29-10-2015,1145.91,1156.09,1162.76,1144.6,-0.88
28-10-2015,1156.1,1166.75,1182.9,1152.4,-0.93
27-10-2015,1166.95,1162.96,1168.9,1160.91,0.32
26-10-2015,1163.2,1164.45,1169.6,1162.3,-0.09
23-10-2015,1164.26,1165.61,1179.8,1159.16,-0.15
22-10-2015,1166.05,1167.06,1172.2,1162.9,-0.09
21-10-2015,1167.1,1175.81,1179.6,1163.9,-0.77
20-10-2015,1176.11,1171,1180.7,1167.15,0.48
19-10-2015,1170.45,1176,1177.9,1168.25,-0.57
16-10-2015,1177.2,1182.21,1184.5,1174.25,-0.5
15-10-2015,1183.11,1184.1,1191.04,1176.37,-0.18
14-10-2015,1185.19,1168.59,1190.38,1164.05,1.4
13-10-2015,1168.8,1163.55,1169,1151.56,0.41
12/10/2015,1164,1155.71,1169.4,1154.9,0.56
9/10/2015,1157.53,1139.1,1160.2,1138.8,1.63
8/10/2015,1138.96,1145.49,1151.6,1136.9,-0.56
7/10/2015,1145.4,1146.96,1153.7,1141.96,-0.15
6/10/2015,1147.11,1135.65,1151.61,1135.11,1
5/10/2015,1135.75,1137.71,1141.95,1129.73,-0.21
2/10/2015,1138.14,1114.08,1141.9,1104.52,2.21
1/10/2015,1113.55,1115.14,1119.29,1111.13,-0.13
30-09-2015,1115,1127.46,1128.2,1112,-1.11
29-09-2015,1127.46,1132.25,1134.9,1124.35,-0.41
28-09-2015,1132.05,1145.8,1148.3,1128.1,-1.24
25-09-2015,1146.24,1150.97,1151.18,1140.84,-0.67
24-09-2015,1154.01,1130.61,1156.7,1130.45,2.09
23-09-2015,1130.4,1124.1,1134.4,1121.75,0.5
22-09-2015,1124.8,1133.16,1136.6,1121.18,-0.75
21-09-2015,1133.3,1139.4,1140.1,1130,-0.54
18-09-2015,1139.4,1130.85,1141.9,1127.3,0.71
17-09-2015,1131.4,1118.89,1133.4,1115.4,1.06
16-09-2015,1119.55,1105.5,1124.7,1103.95,1.28
15-09-2015,1105.4,1108.19,1109.8,1102.91,-0.31
14-09-2015,1108.8,1107.8,1110.7,1103.4,0.08
11/9/2015,1107.9,1111.56,1113.4,1098.75,-0.33
10/9/2015,1111.55,1106.81,1115.3,1104,0.49
9/9/2015,1106.1,1121.96,1125.8,1101.51,-1.4
8/9/2015,1121.8,1119.3,1126.8,1118.45,0.21
7/9/2015,1119.47,1123.22,1124.88,1116.58,-0.31
4/9/2015,1123,1125.25,1130.2,1117.15,-0.2
3/9/2015,1125.25,1134.01,1134.5,1121.75,-0.78
2/9/2015,1134.05,1139.49,1143,1132.31,-0.53
1/9/2015,1140.11,1135.01,1147.57,1134.51,0.49
31-08-2015,1134.5,1133.25,1136.8,1125.96,0.05
28-08-2015,1133.96,1125.8,1141.2,1123.7,0.73
27-08-2015,1125.71,1125.65,1129.8,1118.15,0.01
26-08-2015,1125.55,1141.15,1147,1117.75,-1.32
25-08-2015,1140.65,1155.45,1157.2,1134.9,-1.25
24-08-2015,1155.05,1162.35,1167.9,1146.75,-0.52
21-08-2015,1161.05,1153.91,1168.8,1148.85,0.68
20-08-2015,1153.16,1133.95,1154.5,1132.81,1.65
19-08-2015,1134.46,1118.01,1134.66,1116.35,1.47
18-08-2015,1118.01,1117.91,1121.6,1109.55,0.03
17-08-2015,1117.66,1114.35,1123.05,1113.7,0.32
14-08-2015,1114.11,1115.16,1121.4,1111.81,-0.08
13-08-2015,1115.05,1125.46,1126.71,1113.42,-0.91
12/8/2015,1125.3,1108.91,1125.8,1101.75,1.47
11/8/2015,1109.01,1104.41,1119.4,1093.65,0.41
10/8/2015,1104.51,1094.39,1109.2,1089.8,0.94
7/8/2015,1094.2,1089.4,1099.9,1083.16,0.44
6/8/2015,1089.41,1084.9,1094.3,1083.6,0.4
5/8/2015,1085.05,1087.59,1092.16,1082.85,-0.22
4/8/2015,1087.45,1086.18,1095.05,1081.05,0.09
3/8/2015,1086.5,1095.61,1098.15,1085.92,-0.84
31-07-2015,1095.65,1088.66,1103.38,1079.75,0.61
30-07-2015,1088.99,1097.76,1099.82,1083.36,-0.7
29-07-2015,1096.69,1095.48,1101.85,1090.21,0.12
28-07-2015,1095.35,1094.31,1099,1091.4,0.08
27-07-2015,1094.42,1099.55,1105.3,1089.19,-0.43
24-07-2015,1099.1,1090.85,1102.35,1077.75,0.76
23-07-2015,1090.8,1094.5,1106,1087.01,-0.24
22-07-2015,1093.45,1101.06,1103.56,1087.39,-0.72
21-07-2015,1101.41,1098.55,1109.87,1097.05,0.41
20-07-2015,1096.95,1133.35,1133.35,1088.45,-3.28
17-07-2015,1134.1,1145.61,1146.1,1131.2,-0.96
16-07-2015,1145.15,1148.86,1149.9,1142.6,-0.39
15-07-2015,1149.65,1155.9,1156.96,1143.83,-0.51
14-07-2015,1155.53,1158.06,1159.96,1153.04,-0.21
13-07-2015,1158,1163.3,1164.6,1151.18,-0.51
10/7/2015,1163.96,1159.75,1165.5,1157.9,0.37
9/7/2015,1159.65,1158.62,1167.46,1156.2,0.12
8/7/2015,1158.28,1155.18,1165.03,1147.18,0.24
7/7/2015,1155.55,1170.5,1170.65,1148.45,-1.25
6/7/2015,1170.15,1173.3,1175.2,1163.3,0.19
3/7/2015,1167.94,1166.29,1170.5,1164.96,0.15
2/7/2015,1166.15,1168.8,1169.11,1157.25,-0.23
1/7/2015,1168.8,1172.7,1175.3,1167.43,-0.32
30-06-2015,1172.6,1180.06,1180.8,1166.75,-0.66
29-06-2015,1180.36,1184.96,1187.32,1173.99,0.45
26-06-2015,1175.07,1173.35,1179.09,1168.74,0.15
25-06-2015,1173.33,1175.29,1178.7,1171.52,-0.16
24-06-2015,1175.2,1178.25,1180.3,1171.43,-0.27
23-06-2015,1178.44,1185.86,1188.7,1176.32,-0.59
22-06-2015,1185.45,1200.61,1201.5,1182.65,-1.25
19-06-2015,1200.51,1202.36,1204.75,1198.7,-0.08
18-06-2015,1201.42,1185.26,1206,1183.81,1.35
17-06-2015,1185.45,1181.9,1189.4,1174.48,0.3
16-06-2015,1181.86,1186.06,1188.11,1176.13,-0.38
15-06-2015,1186.4,1181.5,1190.8,1173.02,0.47
12/6/2015,1180.8,1182.01,1184.7,1176.93,-0.13
11/6/2015,1182.3,1186.61,1188.21,1176.16,-0.35
10/6/2015,1186.48,1176.75,1192.6,1175.35,0.83
9/6/2015,1176.7,1174.36,1183.4,1172.75,0.23
8/6/2015,1173.95,1169.45,1178.1,1169.2,0.17
5/6/2015,1172,1177.24,1179.35,1163.1,-0.36
4/6/2015,1176.26,1185.51,1186.41,1172.76,-0.78
3/6/2015,1185.5,1193.86,1195.81,1180.18,-0.66
2/6/2015,1193.38,1188.95,1196.12,1185.48,0.36
1/6/2015,1189.15,1191,1204.81,1184.6,-0.11
29-05-2015,1190.5,1188.65,1193.81,1187.08,0.17
28-05-2015,1188.45,1188.21,1192.75,1181.3,0.03
27-05-2015,1188.15,1187.44,1191.55,1184.51,0.07
26-05-2015,1187.3,1207.3,1208,1186.1,-1.65
25-05-2015,1207.17,1205.12,1208.97,1202.92,0.07
22-05-2015,1206.38,1206.75,1215.2,1201.7,-0.01
21-05-2015,1206.45,1210.11,1212.95,1201.91,-0.23
20-05-2015,1209.28,1208.01,1213.47,1203.02,0.15
19-05-2015,1207.51,1225.27,1225.57,1205.56,-1.49
18-05-2015,1225.74,1223.3,1232.7,1221.5,0.15
15-05-2015,1223.85,1221.76,1226.75,1211.55,0.19
14-05-2015,1221.52,1215.71,1227.44,1212.05,0.48
13-05-2015,1215.73,1193.45,1219.3,1191.3,1.86
12/5/2015,1193.5,1183.8,1197,1181.05,0.79
11/5/2015,1184.2,1188.95,1192.1,1179.5,-0.33
8/5/2015,1188.15,1184.66,1193.61,1182.13,0.28
7/5/2015,1184.8,1191.8,1193.3,1179.16,-0.59
6/5/2015,1191.8,1193.19,1197.9,1188.3,-0.13
5/5/2015,1193.33,1188.56,1200.1,1185.9,0.43
4/5/2015,1188.25,1178.95,1193.45,1177.88,0.83
1/5/2015,1178.5,1184.56,1185.26,1170.6,-0.5
30-04-2015,1184.37,1205.18,1207.52,1177.32,-1.7
29-04-2015,1204.8,1212.1,1213.7,1201.63,-0.6
28-04-2015,1212.1,1202.75,1215.5,1199.3,0.84
27-04-2015,1202,1179.76,1207.46,1178.75,1.92
24-04-2015,1179.38,1194.16,1196.51,1175.24,-1.22
23-04-2015,1194,1187.56,1198.4,1184.05,0.56
22-04-2015,1187.3,1202.75,1205.2,1185.73,-1.28
21-04-2015,1202.68,1196.81,1204.4,1193.3,0.52
20-04-2015,1196.5,1204.9,1209.4,1191.54,-0.68
17-04-2015,1204.65,1198.6,1208.1,1197.28,0.58
16-04-2015,1197.65,1202.45,1209.6,1195.06,-0.37
15-04-2015,1202.05,1193.21,1205.35,1189.38,0.71
14-04-2015,1193.58,1199.2,1202.1,1184.18,-0.44
13-04-2015,1198.85,1207.38,1209.83,1196.81,-0.76
10/4/2015,1208.05,1194.3,1211.1,1193.3,1.09
9/4/2015,1195.01,1203.07,1203.76,1192.86,-0.65
8/4/2015,1202.8,1208.85,1212.6,1197.85,-0.48
7/4/2015,1208.6,1214.69,1215.91,1207.45,-0.5
6/4/2015,1214.7,1215.63,1224.5,1213.85,0.31
3/4/2015,1210.9,1201.74,1212.74,1200.11,0.69
2/4/2015,1202.59,1204.95,1208.15,1195.75,-0.13
